text,label
"My cash withdrawal says pending, why?",46
I need several cards per day. And I need to be able to throw away all of the cards I make.,29
Will I be charged for topping up?,57
Transfer could not be completed due to being declined.,27
Where is the card PIN located?,38
I live in the EU - can I get a card?,24
Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received.,46
I need to change my phone number.,30
Will the system automatically top up itself?,4
The ATM stole my card!,18
use my credit to add money,54
How can I find out about an extra fee on my statement?,34
Can I use check to deposit?,58
When I made a cash transfer abroad the wrong exchange rate was applied,76
I haven't received the cash from the check I deposited.,6
What businesses can I use this card with?,10
Would you give me a mastercard and visa?,73
My refund has not shown up in my account.   Where is it?,51
Where do my fund come from?,70
How many times can I make a top-up?,60
I need to top up using a cheque,58
I'm still waiting for a money transfer to show.,48
Can I exchange between GBP and USD on the app?,33
Do you accept cheques for top ups?,58
I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please?,59
Is Apple Pay a possible top up option?,2
I checked my account and see that funds were deducted from a seller I didn't approve of. Can you help me understand?,28
hello I have lost my phone and I'm worried someone's going to steal money from me,42
How do I transfer money using a credit card?,62
Is my card accepted anywhere?,10
Which locations can I withdraw money from?,3
It's been some time ago that I placed an order and it just isn't coming. At this point just give me back my money because I'm not paying them.,52
I want my card frozen right away. Money was taken out in an odd location I have never heard of.,20
I'm trying to use a cheque to top up,58
Is there a reason for my top up to be cancelled?,61
I was charged for using my card?,15
why top up is not working even if I got my American Express in Apple Bay?,2
I tried using my credit card with top up but it didn't work! I thought it was supposed to?,59
How many top-ups can I use?,60
Is there a problem with your system being down or something? I have already tried 5 times to issue a standard transfer but I'm getting nowhere.,35
My disposable virtual card got rejected,72
What happens if my card expires?,9
How do I top up my card?,65
"My salary is received in the form of GBP. Is it necessary to configure this? If so, where is this done?",50
Does the app top up automatically?,4
Is it free to transfer money or is there a fee?,64
How to receive the actual card,43
I keep checking my statements but nothing shows up.I requested a refund a long time ago but seems like it's not submitting my account for some reason. Can you please help me get the money back from the seller for me,51
How do i get my salary in the account?,50
"Last Saturday, I made a payment and the exchange rate was wrong.  I was charged too much.",17
I need to change my personal details in my account.,30
The cash deposit I made this morning has not been credited to my account,6
I want to know where the funds come from.,70
can you top up your account automatically,4
How long will it take my card to get here?,12
I just purchased a disposable virtual card. Am I able to use it for online purchases immediately?,37
Why is there a fee for getting cash?,19
My Identity verification hasn't passed yet is it possible to use my account?,74
is apple pay a top up service?,2
What can I do with a disposable virtual card?,37
How would you use a disposable card?,37
"I want to know which currencies and cards are supported, can you provide a list?",54
How long does it take for a top up to go through,47
Why did I get charged one pound seemingly randomly?,34
Will it be possible to change from USD to GBP with this App?,33
My contanctless has stopped working,23
How do I edit my details?,30
I need to withdraw money. Where can I do that?,3
Can the card be mailed to Europe?,24
I have a direct debit on my records that is strange and I need help.,28
Where is my transfer from [country]?,5
Can I use my account before my Identity verification has passed?,74
Is there anyway to bypass identity verification?,74
Please provide me with the restrictions of the disposable cards.,29
How is top-up verified?,71
I completed a payment with my card a while ago. It's still showing up as pending. What time frame does this normally take? It doesn't appear to have worked.,45
How do I add money to my card?,62
What should I do if I exceed my PIN tries?,49
Can I have money of different country of origin.,36
My card isn't working at all. What happened?,14
I see an unfamiliar payment on my statement.,16
What does a pending cash withdrawal mean?,46
"For some reason, the virtual card won't work for me.",72
Why was my top-up rejected?,59
"I don't know if this is an issue with the ATM or my account, but I just tried withdrawing 30 pounds from the ATM I'm at now and it only gave me 10. Is this a glitch or what exactly is going on?",75
I cant find my card.,41
"Hurry and refund me, I am waiting",51
What is the extra  €1 fee in my statement,34
My card wont work at an ATM,26
My new card has not been delivered to my home yet. What is going on?,11
how do I find the code to verify the top up card?,71
The cast deposit from a week ago still is not in my account. Why?,6
Do you have a list of exchange rates?,32
Please let me know what currency I can use to top up my account?,54
My balance is not right. It has not been updated for the cash or cheque deposit.,6
How do I verify my identity online,69
What factors effect the exchange rate?,32
Please help me get a Visa card.,73
What exchange rates do you offer?,32
My account balance has not gone up even though I just transferred money into it,5
I placed a cheque but the funds aren't there,6
"The transfer finally worked, but how long does it stay pending?",48
How old do you need to be to open an account?,1
"I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made?",66
Is there a reason that the ATM declined my transaction?,26
"Hi, Last week I have contacted the seller for a refund as directed by you, but i have not received the money yet. Please look into this issue with seller and help me in getting the refund.",51
Do you do SWIFT transfers?,56
I would like to receive my salary in a different currency. How does that work?,50
"I'm waiting for the ID verification to go through still, so is it too soon to use my account?",74
What information do you need to verify my Source of Funds?,70
Tell me why I need top-up to be verified?,71
What do I do to link my new card?,13
How long does it actually take for a card payment to go through? There's one stuck since a couple of days already that doesn't seem to move,45
How can I exchange AUD for GBP?,33
What documents do I need to get together to verify my identity?,69
Can someone help me unblock my pin?,49
I need to change my address in the personal details.,30
Why have I been charged twice for the same transaction?,63
My disposable virtual card was rejected.,72
Am I able to get a refund for a purchase?,52
I want to delete my account.,55
"I tried topping up using my card, but the money is gone?",62
"Hi, I was trying to use my card but it was declining by ATM. I have cross checked with two different ATMs but i was facing the same issue. Could you please check my account.",26
How long will this card payment stay pending?,45
I tried to do a transfer but it didn't go through.,35
How do I order a new card if my current one is about to expire?,9
Please provide currency exchange rates,31
How do I make my card show up in the app?,13
why was my payment reverted on the app,53
Where would I find top up by cash deposit?,58
Does it cost anything to transfer money for a top-up?,56
My card has been swallowed by an ATM,18
The transfer to my beneficiary has not gone through,7
Is there a limit on how much I can withdraw from my account without being charged?,19
Where can I find the verification code on a top-up card?,71
how do i cancel my account,55
Can I add money to my card automatically during a trip?,4
Why do you need so much information about my identity?,74
If I don't have much money in the account can I auto top-up?,4
Can you tell me how do I get a card?,43
Will I be charged for topping up by card?,57
How do I find the code needed in order to verify my top-up card?,71
Can I use this all over the world?,24
I have lost my credit card in the ATM!,18
"To deliver to the US, how long will it take?",12
"Everything seems fine with my account, so why did it decline my payment?",25
Are there any charges for receiving money?,56
I can't find my code,44
What are the available cards?,73
"I am attempting to make a purchase online, but my card is not working.  I know there are funds available, is this an issue on the banks end?",53
Is there a way I can get my ATM card back from the machine?,18
How long is a delivery to the US?,12
"I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back?",16
There's a cash withdrawal I didn't make,20
Is it possible to also get a disposable virtual card?,37
How can I perform a dual money transferring from one account to another?,65
My card did not work at store.,25
How to I close my account?,55
"The expiration date for my card is coming up, how do I get a new card?",9
I think youre system may be broken because I have tried transfer money 5x and it isnt working!  I'm not doing anything complicated it is what I usually do.,35
Do you support direct deposits from my employer?,50
I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.,8
where can i located the auto top up function?,4
Are there directions to get a new passcode if I forgot mine?,44
My card has been lost! help!,41
I need to update my address.,30
Whats the delivery time to the United States?,12
let me know how many disposable cards I can have?,29
Where can I find the verification code for a top-up?,71
why hasn't my virtual card arrived?,40
How do I do a successful transfer to an account?,7
"The transaction for the cash I pulled out of the ATM earlier is pending in the app, but how if I already have the cash?",46
What fees do you charge for the standard card?,43
I have cash deposit to my account but it is experiencing a problem,6
I still do not see the cash deposit in my account from last week. Why?,6
WHAT IS THE REASON FOR THAT,14
"How long do EU transfers actually take? I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet.",48
Where's my virtual card,40
How long until the card arrives?,12
Is it possible to make several disposable cards in a day?,29
Help me cancel a transaction.,8
Can I use my virtual card for recurring monthly payments?,72
Why isn't the transfer on my account showing up?,5
Are there any places that I can't use the disposable cards at?,29
How old does my kids need to be to open an account?,1
I can't get the ATM to give me any cash,26
I think I deserve a refunded on a certain item.,52
Do I need to do anything special for my friend to send money to my account?,50
It will be fine to use at any establishment that accepts Mastercard.,10
A Bank ATM did not give my card back. What do I do now?,18
"This past holiday I made a withdraw at the ATM machine, and it seems I've been charged too much.",76
"I'm not in the UK, but can I still get a card?",24
How can I access my account when I have lost my phone?,42
What is my identification used for?,74
My transfer did not go through.,35
How do I get my card on the app?,13
I made a transfer into my account and now I need to cancel it,8
Why am I being charged for withdrawing cash but haven't in the past?,19
I can't recall my passcode and need to reset it.,44
I just noticed my transfer was declined and I don't know why. Can you help me?,27
"I still have not received my new card, I ordered over a week ago.",11
I requested money from the ATM and it didn't give me as much as I requested.,75
Why is top-up verified?,71
"I have enough money in my account, so why is my card being declined?",25
"I received my new card, but I don't see it in the app anywhere.  What do I do?",13
For what reason must I authenticate the top up?,71
I was charged more than once for a card payment I made.,63
An ATM machine didn't return my card.,18
Why didn't I get the amount I requested at the ATM?,75
"I don't know what my passcode is, can you help?",44
How do I find out my source of funds?,70
How long does it take to make an urgent transfer from China?,67
I just transferred some money. Why was I charged a fee?,64
where is card accepted,10
Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account?,8
Can I link your physical card,13
What's the best way to use a cheque to top up?,58
How do the disposable cards work?,37
I just got my new card.  How can I activate it?,0
Why can't I use my virtual card for subscription services?,72
This transaction needs both a Visa and a Mastercard.,73
What is the appropriate age for my child to be able to open an account?,1
Why is my check still not showing up on my account? It's been a week already,6
I was charged more when I transferred!,64
Why is my disposable card not working?,72
I don't know my password,44
"It's been more than a week since I had a return charged to my card, why hasn't it showed up?",51
How can I request cash back? The ATM just gave me the wrong amount that I've been charged though...,75
What currencies do you do exchanges for?,36
How can I receive verification for the source of my funds?,70
Where do I get a disposable virtual card?,37
What do I do if my virtual card won't work.,72
What are you exchange rates?,32
The card is non-functional.,14
"I need to use a European card for a top up, what will the charge be?",57
Can my 8 year old grandson open an account at the bank?,1
I don't like your company. Delete my account.,55
I need the source of my funds verified. How do I do this?,70
My card was declined at a restaurant today and I am not sure why.,14
I need help fixing my contactless. It's not working anywhere I go today.,23
There are some strange charges on my card that I didn't make from a few days ago.  Is my card stolen and if so should I cancel it?  Will I get refunded the charges?,16
"I've got a problem - I bought something with my card one or two weeks ago, but now exact same amount of the purchase is showing up in my account. I like more money in my account, but this is too good to be true. Can you tell me what's happening?",53
where in the app can i find out about my new pin,38
I tried to transfer money to a receiver and they didn't get the right amount. What is going on and who do I contact to help me?,64
How many virtual cards do I get?,29
How do I check my security settings to allow contactless pay?,23
"Please cancel my most recent transfer, it was a mistake. This is an emergency. It needs to be canceled before it goes through.",8
Why are my transfers and purchases keep getting declined?,27
"I wanted to transfer money to another account, but now I don't have to so I'd like to cancel said transfer. How can I do that?",8
Where is the cash from my cheque I recently deposited?,6
"I deposited a cheque, but the balance hasn't changed yet.",6
How is an exchange rate calculated?,32
Why can't I get cash out?,26
Help me close my account.,55
Am I free to top-up as much as I want?,60
I have a top up that didn't go through.  Why?,59
I have money in a foreign account that I want to send to this account.,65
Can my card be used everywhere?,10
"I've been waiting for 3 days, why is my withdrawal still pending?",46
"There has been an unusual withdrawal from my account, can you help?",20
What businesses accept this card?,10
I think my card is being used by someone else to make purchases that I didn't authorize! I checked my account and see that there have been quite a few purchases over the last two days that I have no idea where they came from. We need to freeze my card now! And I need to find a way to get my money back.,16
Is there anywhere my card will not be accepted?,10
What's the procedure for canceling a purchase?,52
Is my card denied anywhere?,10
how to get card pin?,38
I tried to withdraw money but I was declined!,26
What is the charge for a physical card?,43
How can I report that my card was stolen? I made a police report first.,41
Does this app exchange currencies?,33
My payment did not go through because the app reverted it,53
I saw a fee on my app from one of my payments and I wasn't sure where it came from. Is there a way you can tell me when there's an additional fee for my payments?,15
"I got a transfer fail message, but no explanation of why-- what happened?",35
Where is the transfer that I did?,5
How does my identity get verified?,69
My payment shows that it is pending will I be charged more money?,48
Could I open an account for children?,1
Why was I declined at the ATM today when I was trying to make a withdraw?,26
Is it free to exchange currency?,31
help me with my transfer,35
How can I transfer money between accounts?,65
Now that I live in the US how can I get a card?,24
I made a cash deposit a few days ago and it's still not reflected in my account. Do you know what might have happened?,6
I have a duplicate payment showing,63
Do transfers from Europe take longer?,67
"My card payment reverted back, I think.",53
"What's going on with the top-up? All it says is pending, pending, pending! I use your service several times a week and have never had a problem before! What's going on here?",47
Are there any ATM machines near me?,3
do I need to verify my identity every time I log into my account?,74
How long will it take to activate my new card?,0
When can I order a disposable virtual card?,37
Can you give me a virtual card?,40
The exchange rate on my purchase is wrong.,17
Are there steps to see where my funds come from?,70
Why did my top-up fail?,59
What are the charges for topping up US card?,57
Will you tell me how I am supposed to use the disposable cards?,37
If I have a physical card can I link it?,13
What are your exchange rates calculated from?,32
My actual card isn't functioning.,14
I'm having trouble with proving my identity.,68
How long will a transfer take from Europe?,67
I have a charge for something I didn't buy.,16
How do the foreign exchange rates work?,32
I didn't get my card back from the ATM.,18
"I just topped up, and the app denied it.",59
Help! I think someone has made a cash withdrawal with my card!,20
I'd like to cancel a transfer,8
I have a cryptocurrency exchange that won't go through. Please help me process it.,7
How long does it take for me to get my pin,38
I'm not sure why my top up request was denied,59
What do I do if my PIN was blocked?,49
How do I use auto top up?,4
Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered.,41
still waiting on my new card,11
Where is the money I pushed it's on my mobile app as being withdrawn.,75
Can I change my PIN without being physically present?,21
I am having a problem with verifying my identity.,68
Which ATM's am i able to change my PIN?,21
The exchange rate you gave me for my cash withdrawal is wrong,76
I used an ATM and there was an extra charge.,19
My disposable virtual card is not working,72
"I desperately need to change my PIN, but I'm overseas on vacation right now. How can I do this?",21
My card is about to expire.  How do I order another?,9
I was under the impression I can make transfers for free. I made an online purchase for something that was obroad and there's some additional strange fee. I've never seen this before and this isn't fair.,64
I requested $100 but only got $20,75
What does a 'pending payment' mean?,45
"I was charged twice for a restaurant, can you take the second charge off?",63
Hi. Please can you help me fix a double charge on my card? I'm looking at my transactions and this restaurant I went to earlier in the week has charged me twice! Please remove the additional charge for me.,63
I couldn't transfer to an account.,7
Can you please advise if there is something wrong with my card? I have had multiple rejections and do not know the reason. Thanks!,25
I set up a payment to a new payee and sent some money but the person I'm sending it to has not received it.  Can you check where the money is?,66
"My card's expiring a month from now, should I place an order for the new card?",9
How can I go about getting a disposable virtual card?,37
Would it be possible for me to get a second card?,39
Do you offer any discounts for someone who exchanges currencies frequently?,31
"I made a purchase this morning, and it is showing as pending.",45
How do I withdraw money?,3
How much longer until I get my new card?,11
Why didn't my transfer go through?,35
What's the process for topping up by card?,62
How many cards can I have?,39
"Hey I want to get a refund on something I bought, but not sure how to go about it. Can you please just cancel the payment, I have not received the item yet.",52
I am inquiring about your auto top up feature.,4
The terminal I paid at wouldn't take my card. Is something wrong?,23
I accidentally put in the wrong pin too many times and now I need to unblock it. Can you assist with this?,49
What do I do?  The ATM took my card!,18
Is the card welcomed by everybody?,10
Are there any specific cash machines that I have to go to in order to change my PIN?,21
I believe my top up has failed,59
Am I going to see a charge for a SEPA transfer?,56
Estimated time arrival for transfers?,67
I withdrew some cash out of the ATM over the holiday. It seems that I was charged some outrageous fees. I would not have done that had I been aware of these outrageous charges!,76
"I already made a transfer and want to cancel it, how do I do that?",8
I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives,59
My rate is not right when I used my card in a different country's money.,76
Where can I update my pin number?,21
Is there a maximum amount of top-ups?,60
"I think that someone may be using my card, but I'm not sure,.",22
Why is my balance still the same after a cheque deposit?,6
What do I do if I lost my phone?,42
If I need GBP instead of AUD what do I do?,33
I have been charged an extra fee when buying from your store. Why is this?,15
Where do I link the new card?,13
How do I make my card appear on the app?,13
"I get a ""decline"" message when doing a transfer",27
I cannot get my disposable virtual card to work,72
Can I transfer money using a different currency?,50
Where do you deliver cards by mail?,43
Need help with my card. It's not working.,14
Is there an age limit to open an account,1
Please help me find my top-up verification code,71
Why am I being charge a fee when using an ATM?,19
I NEED TO KNOW HOW TO TRANSFER MONEY INTO MY BANK ACCOUNT. PLEASE HELP,65
Can I add a card that I just found (again) to the app?,13
I recently got charged twice from a restaurant that I was at this week and I would like for one of those payments to be removed from my account.,63
How do I re-order a damaged card?,14
My card was stolen,41
Where can I use a disposable card?,29
how to i go about getting my virtual card,40
I need a transfer cancelled.,8
I cannot try my PIN anymore.,49
What kind of fiat currencies are supported for holding and exchange?,36
Do you have a tracking number for the card I was sent?,11
Why is the cash withdraw I made shown as pending?,46
What are the limits to where my card will be accepted?,10
"I was trying to make a transfer and got an error message telling me it was not possible to make the transfer. This has never happened before, what happened?",7
The app doesn't show the card I received.,13
Why am I seeing a transfer fee on my bank statement?,64
Why is my top-up still pending?,47
Why has my transfer failed?,35
from where are coming your exchange rates?,32
How long will it take for my top up to work? It's still pending,47
"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once, second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",63
I'm not able to verify my identity.,68
Can I change to another currency?,33
I am not able to see the card PIN anywhere?,38
"I did not receive my purchase, how do I cancel it?",52
The transfer I tried to make failed.,35
"If there isn't much money left over, will it top-up automatically?",4
I think my card has been compromised in some way.,22
Anytime I've made an ATM withdrawal before it has always been free. I now say that I have been charged for my most recent ATM withdrawal. What's going on here?,19
Can you tell me how to order a virtual card?,40
Can you tell me how to close my account?,55
I have been charged twice,63
Someone mugged my and stole everything.  I can't use the app.  What should I do?,42
There is an unauthorized cash withdrawal from my account for 500£.  I definitely didn't make this withdrawal.  I need your help.,20
Which establishments will accept my card?,10
"I thought I lost my card but I found it today, so I would like to reactivate it.",13
I do not understand what this particular direct debit is ?,28
There's an error with the rate that is charged.,17
Why did I only get $20 when I tried to get $100,75
"I found my card, can I add it to the app?",13
There's been a transaction to the wrong account.,8
The top-up card is verified how?,71
How was I charged extra when I used my card to pay?,15
I think someone stole my card number and brought stuff in different places that I have never been to. I need to suspend any further purchase on my credit card.,22
what is the time frame for transfers,67
What needs to be done to activate and use a card?,0
I messed up a transfer and need to reverse it.,8
What fiduciary currencies are supported for tenure and exchange?,36
"Someone has my card number, freeze my account.",22
I haven't received my virtual card.,40
when will my transfer arrive,66
There was a strange transaction made on my account a couple weeks ago by a seller I don't recognize. May you please check on this transaction for me.,28
How can I find out where my contactless works?,23
Will there be any extra fees for European bank card for top up?,57
Why hasn't my transfer gone through,35
How do I activate a card?,0
Which ATMs accept this bill of fare ?,3
"I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages.",7
Extra charge during transfer,64
I need to know where I can withdraw money.,3
Are there any restrictions for the disposable cards?,29
What do you use to figure out the exchange rate for the card?,32
"I noticed an extra $1 charge on my statement, can you tell me why that is?",34
"I asked for a refund last week but nothing has happened yet, can you help me please?",51
"how many virtual cards can i have, i want 8",40
I need to modify my details.,30
I want to transfer a sum of money from another bank account I have into this one,65
I would like to order a disposable virtual card. How can I do this?,37
What steps do I take to unblock my PIN?,49
How many transactions can I do with a disposable card?,29
When did you send me my new card?,11
"Your service is terrible,.  Delete my account,",55
How do you top up with a cheque?,58
Help me get the virtual card working.,72
Is there an amount limit to my top-up?,60
Can I use my account before the identity verification is complete?,74
How can i reset my passcode ?,44
Why isn't my card working?,14
I live in Germany. Is that one of the countries you are in? What other countries are you in?,24
I do not see the card PIN anywhere?,38
how come i can't find anywhere to load using cash,58
Can you tell me where I can order a virtual card?,40
Can you make exchanges using the EUR?,36
When is a payment I made with my card going to clear>,45
My payment for my card is not working,25
Where can I do a cash withdrawal?,3
How do I track my card?,11
I can't find the virtual card,40
A false direct debit payment is showing in my app,28
My new landlord is a lier and is trying to rip me off by saying I've not paid my rent when I have paid my rent.  What is going on?  They say the money hasn't got to them but I see it going out of my account.  Can you check that the money went to the right place?,66
I had a decline on my card. Why?,25
What currencies can be exchanged in the app?,33
Am I going to be charged for receiving  money?,56
The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate.,17
How can I link the new card?,13
I can't find out how to top-up my account using cash.,58
Is my top up not working?,47
I need to figure out who has access to my card there are some payments I didn't make that are showing on the app.  Could you please help?,16
It won't let me activate my card.,0
It won't let me verify my identity.,68
Do you have a limit for someone's age?,1
I tried to pull cash from an ATM but it wouldn't let me.,26
Why was my payment cancelled?,53
Do you have a list of countries you operate in?,24
What currencies are accepted for adding money?,54
i need to know about exchange rates,32
Why did the funds not transfer to another recipient?,66
"I followed the instructions to transfer money using my card, but then the money disappeared and I don't know what happened.",62
"Do you hold money and if so, what currencies do you accept?",36
I bought something on line a and the seller hasn't received the money I sent could you please tell me how long an EU transfer takes?,48
My card wants to be topped what do you guys support?,54
"I do not need GBP, I need AUD, how do I convert it?",33
I am trying to exchange crypto and it's not working. Tell me how to fix this.,7
Someone stopped my payment,53
"The activation process did not work, please help?",0
"I am traveling, what can I do to set up auto top-up?",4
Do you have to be 18 to make an account?,1
What are some reasons that would cause ATM machines to decline my card? It has happened to me multiple times!,26
Tell me how to verify a top up.,71
Do I get Visa or Mastercard?,73
I made a transfer but my balance hasn't been updated,5
Will the duplicated payment be refunded?,63
Why is it important to verify a top-up card?,71
I would rather the Mastercard.,73
I want a new card,39
"My friend wants to send me money, can she?",50
From what countries can I use an account?,24
Can I receive a new card while I am in China?,9
I don't remember my login code,44
How do you decide what your exchange rates are?,32
Is it possible to exchange USD and GBP on the app?,33
Help Me!  I lost my card.  What should I do?,41
Will I be able to top up by cheque?,58
I refilled my account balance but got an error message.,61
How long will my cash withdrawal take,46
Please help me get a refund?,52
What is the point of verifying a top up?,71
I am highly unsatisfied with this company and want to delete my account!,55
Why is there an additional fee showing on the statement I received?,34
What is taking so long with my refund?,51
Where is my deposit?,6
Can I get a physical card through this app?,43
How do I turn on my new card?,0
Can I transfer money to my credit card?,62
What is the process for activating a new card.,0
"After I got my cash, I found out my exchange rate was wrong.",76
HOW DO I TRANSFER MONEY FROM MY BANK ACCOUNT?,65
Can you convert to EUR?,36
Why is the exchange rate different from what I expected?,17
How do you decide what the exchange rates are?,32
What is the function of the disposable cards?,37
How come my card doesn't work anymore?,14
I tried to transfer money but it said it wasn't possible? I've done this before and it worked why isn't it working now?,7
How long will it take to transfer something to China urgently?,67
on my statement there is a payment that I don't recognise,16
Can I get a card that works in other countries like Africa and Indonesia?,24
"If I only have 1 other US card, can you take it?",54
Can you please help me with this exchange?  I am trying to get crypto and the app won't let me.,7
Why will my transfer not go through?!  Keep getting an error message.,7
How can I use American Express to add funds to my account?,54
Are there any limits on where I can use my card?,10
I do not want a VISA card.,73
What is the process for getting an actual physical card?,43
Will I get a visa or Mastercard?,73
I don't recognize a charge on my statement.,16
My transfer failed.  Help!,35
My card was refused,25
When will my card be delivered?,12
My cash deposit from a week ago is still not in my account. Can you help me please?,6
Why is there a fee for cash withdrawal?,19
Reason for my card to decline,25
if im not using my account should i close it or just let it sit,55
What countries are getting support?,24
The refund on my account hasn't shown up,51
How can correct Top up with the app to work correctly?,59
How do I set-up my PIN for the new card?,38
I'm not seeing my cash deposit showing up in my account.,6
Can I use app to freeze my card and dispute fraud?,22
Can I have a second card?,39
Will you work with any fiat currencies?,36
My disposable virtual card is not working when I try to use it at a point of sale transaction. What do I do now?,72
I have a new phone number and need to edit my contact information.,30
"I was overcharged at an ATM while on vacation. I needed cash so I had to use it, but your charges are outregous and I wish I would have known beforehand.",76
Top up on my Google Pay isn't working.,2
Do you limit my top-offs?,60
How can I verify my source of funds?,70
What fiat currencies do you allow exchange with?,36
Why aren't my payment funds available to me?,45
I need a refund?,52
How often can I top up?,60
should i add money via bank transfer instead,57
I want a real card,43
How much does it cost to make transfers?,56
If I can't choose my card type will I be able to use it everywhere?,73
What types of top-up methods do you accept?,58
Can I use any currency to add money?,54
I think my top up was reversed.,61
The card PIN is not visible anywhere?,38
How can I fix my card if the contactless function didn't work this morning?,23
beneficiary transfer problems?,7
I am confused about your fee structure and was disappointed to see a fee for my transfer.,64
I want to delete my account. How do I do this?,55
Where do I find the virtual card?,40
I topped up but the app reverted it,61
For what reason was my transfer declined?,27
I need to make several disposable cards per day.,29
Where are the locations of ATMs that accept this card?,3
Why has my transfer been declined?,27
I don't know my password anymore.,44
If i want to change my pin number can I directly from an ATM?,21
I forgot the code to access the app.,44
How much is the charge to top up via credit card?,57
Why am I seeing a fee for transferring money?,64
what is the identity check?,74
How do I go forth on transferring a sum of money from one account to another?,65
I can't use my card.,14
Is there an age limit for opening an account?,1
I would like to exchange currency  What types are there?,33
I need help making this transfer. I keep getting an error. I'm trying to purchase a flat but i need my mortgage payment to go through first. Can you help?,35
I need my payment in another currency,50
Can you explain more about why should I verify my identity?,74
Why do I have a charge for an ATM withdrawal? I thought these were free?,19
I can't figure out how to transfer money into my account.,65
Where are the ATMs that accept this card?,3
What do you require for identity verification?,69
what are exchange rates,32
where is my new card?,11
Can you look to make sure the exchange rate is correct,76
How much for an actual card?,43
"Is there something wrong with your website? I tried topping up my account and it's been close to two hours now and it's still at ""pending"" for some reason. I just joined with you guys and this is the first attempt at this, so maybe I'm wrong, but shouldn't this be instant?",47
There's a cash withdrawal on my account that I didn't make,20
I was wondering about transferring money into my account and how it works.  Can you tell me about that?,65
Contactless isn't working for me,23
How do I contact customer support about a transfer?,27
There's a $200 withdrawal on my statement that seems fishy to me.,20
There is a direct debit payment on my account that I didn't authorize.,28
Cash I didn't get shows in my app.,20
How do I replace a stolen card?,41
My card's expiration date is close.,9
I was charged an additional amount of money for making a purchase with my card,15
I need help- I got mugged yesterday and they took everything so I can't use the app.,42
Where can I go to modify my detail?,30
Can I edit my details?,30
Why doesn't the person I sent money to see that transfer yet?,66
I forgot my code,44
How many transactions can I do with my disposable card?,29
Can I get a refund?,52
Can you tell me what are disposable cards for?,37
What should I do if I think someone is using my card without my permission?,22
Will my friends be able to top up my account?,62
Why would my card payment not work?,25
Help my find the verification code on a top-up.,71
What do I do if I've been charged twice for the same transaction?,63
Help me cancel my transaction,8
I accidentally blocked my PIN. How do I reset it?,49
I don't know where this transaction came from?,16
Do you have an auto-top function and how do I use it if so?,4
Can you help me find top up by cash deposit?,58
Can a card stop working?,14
Is there any place I cannot use my card?,10
Help me order my card.,43
How do I get a PIN?,38
Someone must have found my card details as I don't recognize these transactions.,22
Tell me why my topup wouldn't go through?,59
Do you offer a discount for those who perform frequent currency exchanges?,31
"Why am I being charged for ATM cash withdrawals? The only reason I use it is because it's been free! Now you expect me to pay for them, and how much is that going to cost me?",19
I've been checking my statement to see if I've received a refund I requested from a seller a while ago has arrived. But it has not. This should have come back to me already. Can you help me figure out why it's not here and get my money back?,51
How do I switch to a different currency?,33
What do I do if I find a debit charge that I know I didn't do in my billing statement?,28
What limits are the to top-ups?,60
Why can't I use my American Express with Apple Pay to top up my account?,2
Please delete my account.,55
I want to change my PIN - do I need to be in a bank?,21
I want to shut down my account as soon as possible.,55
What is the charge for receiving a SEPA transfer?,56
I have an outgoing transaction,48
Do you only use Visa or do you have Mastercard too?,73
My cash received does not match what has been requested,75
Is there always a charge when withdrawing money?,19
I need help from someone in your department with finding my nearest ATM.,3
I don't remember my code to get into the app.,44
What is the reason for this fee I got after a simple cash withdrawal?,19
What do I do if my card was stolen.,41
Is it possible to edit my personal details on the app?,30
How long do I need to wait to see an update after I make a bank transfer?,5
How do your exchange rates work?,32
"for god sake, just delete my account i am sick of this",55
"Please delete my account, this company is not working for me!",55
"In the exchange and holding, what fiat is allowed?",36
I topped up but it didn't complete,47
Can you accept my other card from the U.S.?  It is the only other one I have.,54
"Something is wrong with the top up! I'm a regular customer and use your service all the time, usually this works but now it just shows up as pending",47
There is a cash withdrawal from an ATM listed but I don't remember making this withdrawal.,20
My card hasn't shown up yet.,11
Can you tell me where  can change my PIN?,21
I received the wrong amount of cash from the ATM. Can you help?,75
Why did I get blocked?,49
I AM MISSING CASH FROM MY BANK ACCOUNT ACCORDING TO MY APP,20
Why was my transfer charged fees?,64
